"sex","aage","AJBHRS","ancars","avote","aregion","ajbstat","ajbterm","ahhsize","atenure","afihhyr"
1,35,38,"1","2","14","2","1","3","2",15052.6181640625
1,46,37,"1","2","18","2","1","4","2",16943.69140625
2,29,37,"0","1","7","2","3","2","6",10022.9306640625
1,22,44,"2","10","11","2","1","2","7",30591.97265625
2,30,15,"1","1","18","2","1","4","2",27780.421875
1,44,40,"2","3","13","2","1","3","1",25550.23828125
2,37,39,"1","3","4","2","1","3","3",20194.013671875
2,30,37,"2","2","3","2","1","2","2",39431.53515625
2,45,35,"2","2","1","2","1","5","2",56145.90625
2,45,40,"2","10","4","2","1","3","7",21225.765625
1,32,36,"1","1","1","2","1","5","2",24304.765625
2,29,35,"1","3","3","2","1","2","2",37933.953125
2,56,37,"1","3","6","2","1","2","1",23051.630859375
2,37,21,"1","1","6","2","1","3","2",17846.626953125
2,45,20,"2","1","11","2","1","3","2",19298.98828125
1,37,48,"1","2","17","2","1","3","2",21582.7890625
1,48,37,"1","1","13","2","1","4","2",28466.6328125
2,40,39,"1","2","16","2","1","4","2",27254.59765625
1,64,20,"1","1","3","4","2","2","1",13543.400390625
2,63,21,"0","1","6","4","2","1","1",6299.1225585938
1,27,38,"0","2","18","2","1","2","2",25630.234375
1,36,37,"1","2","16","2","1","5","2",25351.298828125
1,55,36,"1","2","9","2","1","3","1",32916.05078125
1,44,33,"1","2","3","2","1","4","2",33577.15625
1,40,40,"2","2","5","2","1","3","2",32869.6953125
1,39,40,"2","1","6","2","1","4","2",23693.15625
1,17,14,"2","1","11","6","2","4","2",49245.4609375
1,47,42,"2","1","8","2","1","4","1",31339.478515625
2,27,8,"0","2","12","2","2","2","3",5294.9482421875
1,20,37,"1","1","3","2","1","2","1",20719.9453125
2,39,37,"2","1","12","2","1","2","2",29570.56640625
2,52,8,"2","7","2","2","1","3","2",36195.51171875
1,34,40,"0","2","13","2","1","6","3",15956.8388671875
1,26,39,"0","7","18","2","2","1","3",8999.8662109375
1,32,35,"1","2","17","2","1","2","2",13672.0625
1,28,39,"0","1","16","2","1","4","2",11977.4306640625
1,53,37,"1","3","3","2","1","2","2",16735.96875
2,46,40,"2","1","2","2","1","4","2",54488.72265625
1,24,55,"1","1","18","2","1","2","4",16067.93359375
1,38,39,"1","2","17","1","1","4","2",11442.671875
1,31,40,"3","2","18","2","1","4","3",22180.07421875
2,65,22,"1","2","1","2","2","2","3",24269.60546875
2,46,25,"2","1","13","2","1","2","2",32326.95703125
1,27,42,"1","1","7","2","1","3","2",14498.35546875
2,33,38,"1","3","9","2","1","2","2",25339.400390625
2,45,20,"2","2","6","2","1","3","2",29988.654296875
1,43,39,"1","2","7","2","1","6","1",34625
2,50,13,"0","2","12","2","1","3","2",24411.18359375
2,26,37,"1","8","3","2","1","2","6",13942.904296875
1,38,35,"2","1","8","2","1","4","2",27224.79296875
2,19,39,"1","1","2","2","2","5","5",54363.92578125
1,56,39,"1","2","9","2","1","3","2",18052.474609375
2,29,11,"2","2","10","2","1","6","2",22849.333984375
1,39,40,"1","1","7","2","1","3","1",18474.794921875
2,44,33,"2","3","3","2","1","2","2",33637.96875
1,36,39,"1","1","9","2","1","2","2",11008.599609375
2,28,20,"1","3","6","2","1","4","2",16713.44921875
1,38,40,"2","2","13","2","1","2","2",22807.859375
1,41,48,"2","1","11","2","1","2","7",30591.97265625
2,50,20,"2","3","5","2","1","5","2",37224.453125
2,41,30,"0","3","2","2","1","2","2",11838.220703125
1,41,37,"1","1","6","2","1","3","3",32127.783203125
1,59,37,"2","2","3","2","1","2","2",28828.71484375
2,51,37,"1","1","8","2","1","2","1",12631.8017578125
1,69,24,"1","3","7","2","1","3","1",33762.4921875
1,22,50,"3","1","9","2","1","3","2",29432.44140625
1,16,15,"0","4","18","2","1","4","3",33331.9453125
2,34,30,"2","1","7","2","1","3","2",17508.77734375
2,37,35,"1","3","14","2","1","2","2",21245.11328125
1,22,40,"1","10","6","2","1","4","3",7789.8940429688
1,24,34,"1","1","17","2","2","2","7",6949.5737304688
2,28,38,"3","3","9","2","1","3","2",29555.181640625
2,37,4,"1","2","4","6","1","4","2",24204.595703125
2,33,37,"2","4","18","2","1","4","2",11892.310546875
1,35,35,"1","3","3","2","1","5","2",23474.716796875
1,23,41,"1","2","13","2","1","2","2",11817.5302734375
2,17,6,"1","1","4","6","1","3","2",13083.361328125
2,24,40,"0","2","8","2","1","2","2",13624
2,43,30,"1","2","17","2","1","4","1",16780.73046875
2,29,40,"1","10","1","2","1","2","3",23476.400390625
2,19,36,"2","1","14","2","1","2","2",15131.177734375
1,57,56,"1","2","9","2","1","1","1",9660.3193359375
1,42,40,"1","1","6","2","1","2","5",13890.486328125
1,38,45,"2","2","3","2","1","4","2",22413.6953125
2,36,23,"0","1","15","2","1","3","2",16065.087890625
1,49,37,"3","2","16","2","1","4","2",32580.271484375
2,50,37,"1","1","15","2","1","2","6",14632.275390625
1,31,42,"2","2","17","2","1","4","2",32167.76171875
1,51,40,"1","2","13","2","1","4","3",22704.18359375
1,28,39,"1","2","3","2","1","7","4",38750.359375
1,52,39,"0","2","12","2","1","3","2",24411.18359375
1,45,25,"2","10","9","2","1","4","2",38483.125
2,19,35,"2","1","4","2","1","3","2",11431.078125
2,41,36,"2","1","11","2","1","4","2",17037.869140625
2,66,6,"1","1","3","2","1","2","1",15133.31640625
1,43,39,"0","2","18","2","1","5","2",11731.896484375
1,55,40,"1","3","5","2","1","2","3",9580.60546875
2,18,15,"2","10","3","2","1","4","2",18985.779296875
2,45,32,"2","6","6","2","1","4","2",27517.94140625
2,61,14,"1","1","5","2","1","2","3",7349.7573242188
1,39,24,"1","2","15","2","1","4","2",18545.234375
1,33,33,"0","2","18","2","1","3","2",11018.548828125
2,26,35,"1","2","5","2","1","2","2",19252.779296875
1,32,30,"1","1","12","2","2","5","3",10109.9873046875
2,24,37,"2","2","3","2","1","3","2",49712.3203125
1,37,39,"2","3","12","2","1","2","1",32106.1875
1,29,37,"1","6","14","2","1","4","3",13535.548828125
2,48,25,"3","2","3","2","3","4","1",35235.2578125
2,35,20,"2","1","3","2","1","4","2",43730.640625
1,45,55,"2","1","8","2","1","5","2",27786.8671875
1,30,42,"1","1","3","2","1","2","2",24921.875
2,49,30,"1","2","7","2","1","3","2",22764.580078125
1,45,45,"1","3","1","2","1","5","2",12540.228515625
2,57,38,"1","1","3","2","1","1","1",16880.447265625
2,45,15,"1","1","3","2","2","4","2",21984.490234375
1,50,38,"2","3","6","2","1","2","2",24069.69921875
2,45,35,"0","1","7","2","1","3","4",14683.23828125
2,21,38,"1","2","12","2","1","3","7",11667.896484375
2,16,40,"1","11","16","2","3","5","2",25351.298828125
1,31,60,"1","1","4","2","1","1","2",21447.2421875
1,17,38,"2","1","12","1","1","5","2",23719.03515625
2,16,8,"1","8","3","6","1","4","2",27225.279296875
1,30,39,"1","2","17","2","1","4","3",13361.244140625
2,51,6,"3","1","3","2","1","4","2",32194
1,36,37,"2","1","5","2","1","4","2",27011.990234375
1,44,50,"2","1","6","2","1","2","2",64151.99609375
1,32,40,"1","1","3","2","1","3","2",15544.46484375
2,37,38,"1","8","15","2","1","4","2",22143.931640625
2,23,40,"2","1","2","2","1","2","2",24484.52734375
1,64,39,"0","2","6","2","1","3","3",13300
1,39,40,"1","10","13","2","1","4","2",19742.78515625
1,53,39,"2","8","4","2","1","4","5",16559.8828125
2,49,21,"1","10","3","2","1","6","-9",25983.203125
2,29,35,"1","1","18","2","1","1","2",18462.287109375
1,31,39,"1","2","5","2","1","5","2",13162.26171875
2,26,37,"2","1","8","2","1","4","1",29245
1,54,45,"2","3","11","2","1","2","2",43066.93359375
1,41,38,"2","1","6","2","1","3","2",16642.1171875
2,48,20,"2","3","13","2","1","2","2",32978.83984375
1,20,37,"3","1","16","2","1","5","2",195640.265625
2,65,12,"1","1","3","4","2","2","1",13543.400390625
1,17,24,"0","11","3","2","1","3","2",11568.404296875
2,16,7,"2","2","3","6","2","5","2",43552.640625
1,23,40,"3","10","16","2","1","4","1",26074.654296875
2,16,7,"2","10","3","6","1","6","2",34782.3203125
1,26,39,"0","2","6","2","1","3","6",15695.8779296875
2,46,35,"2","1","3","2","3","4","2",30971.61328125
1,38,41,"1","1","5","2","1","4","-9",2884.5832519531
2,16,8,"0","6","6","6","1","4","2",18503.05859375
1,34,37,"1","2","14","2","1","4","2",12627.4462890625
2,17,37,"1","2","8","1","1","3","2",23792.71484375
2,17,21,"1","11","11","2","1","3","2",16760.958984375
2,20,55,"2","2","2","2","1","5","2",51053.28515625
1,36,37,"0","2","3","2","1","3","5",11209.240234375
2,60,30,"2","2","5","2","1","4","2",31781.59765625
2,35,12,"3","1","3","5","1","3","2",39713.69921875
2,47,39,"0","2","12","2","1","3","3",26069.6328125
2,49,42,"2","3","5","2","1","2","2",34009.99609375
2,32,40,"1","2","15","2","1","1","2",17045
2,55,48,"3","1","2","2","1","5","2",40593.35546875
1,31,42,"2","1","3","2","1","6","1",17938.685546875
1,31,37,"1","1","18","2","1","2","2",43866.390625
1,53,39,"0","2","15","2","1","5","6",32136.04296875
2,30,38,"1","2","18","2","1","3","2",31871.6171875
2,18,36,"2","10","10","2","1","3","2",19672.80078125
1,39,45,"2","3","5","2","1","5","2",22701.330078125
2,35,37,"1","1","11","2","1","3","2",41038.76953125
2,22,39,"1","2","14","2","1","2","2",13473.51953125
1,20,17,"3","2","6","6","1","3","2",5090.048828125
1,45,37,"2","1","11","2","1","3","2",27257.90234375
1,25,50,"2","1","5","2","1","4","2",12928.3837890625
1,29,45,"1","10","4","2","1","4","2",12435.908203125
1,58,37,"1","1","17","2","1","2","2",29910.8515625
2,59,15,"2","2","14","2","1","2","1",21616.673828125
1,64,4,"0","1","17","2","2","1","3",4721.60546875
1,26,40,"1","2","8","2","1","3","3",17292.75
1,30,50,"1","1","18","2","1","2","7",36729.6640625
2,28,15,"2","3","6","2","1","3","2",16026.125
2,48,40,"1","2","2","2","1","3","2",27712.72265625
1,45,45,"2","1","3","2","1","5","2",47633.9140625
1,35,35,"2","1","7","2","1","4","2",21416.033203125
2,31,8,"1","1","3","2","1","3","2",11910.1962890625
1,17,39,"2","1","3","2","1","4","2",27518.8125
2,47,23,"2","1","16","2","1","2","2",5200
1,24,39,"1","1","3","2","1","2","2",15213.921875
2,29,37,"0","10","7","2","1","2","3",9907
2,47,8,"2","2","15","2","3","4","2",21761.181640625
2,28,38,"1","4","18","2","1","1","2",9239.640625
2,36,36,"1","2","1","2","1","2","2",14478.6171875
1,42,37,"1","2","17","2","1","4","1",14562.212890625
2,47,35,"1","2","1","2","1","2","4",14163.25390625
1,48,40,"3","2","4","2","1","4","2",36575.84765625
1,17,28,"1","11","14","9","2","3","2",13273.736328125
1,20,35,"1","1","12","2","1","3","2",13450.6015625
2,31,39,"0","2","9","2","1","1","3",7017.5
2,23,37,"1","10","3","2","2","2","2",11436.40625
2,32,24,"0","6","10","2","1","3","2",18998.0625
2,25,17,"0","2","13","2","2","4","3",12012.33984375
1,53,38,"0","2","7","2","1","2","3",21340
2,31,40,"1","4","18","2","1","2","3",6072.8037109375
2,35,17,"0","2","18","2","1","4","2",16903.021484375
1,48,37,"2","3","11","2","1","2","2",29808.0078125
1,40,39,"1","2","4","2","1","5","3",20750.55859375
2,32,9,"1","1","2","2","2","5","2",14963.21484375
1,22,31,"1","3","9","2","1","3","2",19282.90234375
1,27,40,"1","2","1","2","3","3","2",36386.02734375
2,47,35,"2","2","3","7","1","3","2",34876.203125
2,25,37,"1","1","15","2","1","2","2",25391.29296875
2,70,16,"0","1","1","2","1","1","3",4497.9775390625
1,23,35,"1","1","1","2","1","3","2",12660.2294921875
2,26,3,"1","2","6","2","1","2","7",8690.318359375
2,29,36,"1","2","1","2","1","3","2",51967.03125
2,29,35,"1","6","6","2","1","2","2",28618.341796875
1,48,37,"2","2","16","2","1","3","2",14892.41015625
2,27,20,"1","3","3","2","2","3","2",11186.783203125
2,29,40,"1","1","1","2","1","4","4",26477.099609375
1,33,43,"1","1","4","2","1","4","2",21074.51953125
1,27,40,"3","2","11","2","1","2","2",23166.31640625
2,53,9,"2","1","4","2","1","3","1",18391.87890625
1,34,37,"1","2","17","2","1","4","3",24408.126953125
2,50,48,"0","1","11","2","1","3","1",17077.1484375
2,18,37,"3","2","12","2","1","4","1",32324.728515625
1,31,38,"2","3","9","2","1","4","2",21804.79296875
1,32,37,"3","7","4","2","1","3","2",35105.51171875
1,28,36,"0","2","3","2","1","3","3",23940.23828125
1,34,36,"0","6","2","2","1","3","2",13904.3271484375
1,25,47,"1","1","18","2","1","3","2",16382.703125
2,46,23,"1","1","14","2","1","4","1",33451.56640625
2,22,37,"1","2","9","2","1","3","2",27056.306640625
1,28,39,"1","3","12","2","1","4","2",13175.2490234375
1,23,40,"2","10","4","9","1","2","2",15456.390625
2,27,37,"2","2","14","2","1","2","2",37867.95703125
2,45,37,"2","1","6","2","1","4","5",40781.5546875
1,33,41,"1","1","2","2","1","4","2",26807.8203125
2,30,5,"1","1","7","2","1","4","2",19387.677734375
2,33,35,"1","2","18","2","1","2","2",15688.1015625
1,50,39,"1","1","7","2","1","1","2",16710.85546875
2,46,35,"2","2","4","2","1","2","2",38451.046875
2,42,15,"1","10","7","2","1","3","1",14291.412109375
1,41,40,"2","1","11","2","1","3","2",28309.294921875
1,19,20,"1","1","3","2","1","2","2",39761.65234375
1,30,37,"1","1","16","2","1","4","2",12098.0771484375
2,56,42,"1","2","5","2","1","2","5",14524.21484375
1,26,40,"2","2","7","2","1","3","2",34414.63671875
1,49,48,"2","3","13","2","1","2","2",27611.099609375
1,33,40,"1","2","13","2","1","4","2",18041.427734375
1,24,38,"1","1","6","2","1","2","2",15140.216796875
2,32,3,"2","3","3","2","1","4","2",20085.78515625
2,50,40,"1","1","6","2","1","2","2",20065.89453125
2,41,33,"2","2","16","2","1","5","2",20671.55859375
2,44,20,"1","2","2","2","3","3","3",6596.9072265625
1,45,30,"2","1","3","2","1","2","2",38133.1796875
1,23,37,"0","1","14","2","1","4","2",19088.951171875
2,26,13,"0","2","16","2","1","4","2",11977.4306640625
1,26,37,"3","1","7","2","1","3","1",38137.6640625
2,34,25,"2","2","3","2","1","3","2",31502.5625
2,48,37,"2","1","1","2","1","3","2",34083.3671875
1,50,44,"2","10","4","2","1","4","2",32201.689453125
1,25,40,"3","10","5","2","1","3","2",25275.578125
1,42,37,"0","4","18","2","1","1","7",10402.75
1,36,37,"0","10","18","2","1","4","3",16903.44921875
2,32,20,"1","10","3","2","1","1","7",4229.2651367188
2,34,37,"1","1","3","2","1","1","6",9855.5458984375
2,25,39,"2","2","6","2","1","4","3",14346.130859375
2,53,12,"2","1","3","2","1","3","2",29110.357421875
1,42,37,"2","3","3","2","1","2","2",37431.0390625
2,47,37,"1","2","18","2","3","2","2",16455.234375
2,40,20,"1","1","6","2","1","4","2",19197.013671875
1,29,39,"1","1","8","2","1","3","2",18872.9609375
2,49,19,"2","1","14","2","1","5","2",30300.57421875
2,20,37,"2","1","6","2","1","3","2",29138.75
1,63,39,"0","2","15","2","1","2","4",12052.380859375
2,51,37,"2","1","14","2","1","2","2",39659.41796875
2,28,35,"1","2","2","2","1","2","3",14292.1103515625
2,34,16,"1","1","14","2","1","2","6",23967.50390625
1,38,56,"1","1","17","2","1","2","1",17581.634765625
2,45,40,"1","10","3","2","1","3","2",16825.9609375
2,52,37,"1","2","17","2","1","3","3",16408.01171875
1,27,37,"1","2","13","2","1","2","2",17204.283203125
2,52,18,"1","3","9","2","1","2","1",16630.248046875
1,55,40,"2","1","11","2","1","3","2",19298.98828125
2,37,12,"1","1","6","2","1","4","2",21464.2578125
1,28,37,"2","3","11","2","1","2","2",29784.8046875
2,45,30,"2","2","3","2","1","4","2",58030.58203125
2,21,39,"0","1","4","2","1","1","4",8525.126953125
1,22,39,"1","2","6","2","1","2","2",10933.9453125
1,66,21,"1","1","18","2","1","2","1",18088.94921875
1,25,39,"3","4","18","2","1","3","2",19503.87890625
2,19,39,"1","6","7","2","1","2","2",15349.138671875
1,38,40,"1","1","6","2","1","4","2",17068.51953125
1,35,37,"2","1","3","2","1","2","2",43697.09375
1,49,37,"1","2","13","2","1","4","2",21524.1640625
1,45,39,"2","1","8","2","1","4","2",18210.6484375
2,26,37,"2","8","3","2","1","2","2",38747.578125
2,47,36,"3","10","4","2","1","4","2",36575.84765625
2,20,37,"1","10","17","2","1","2","2",30230.48046875
2,27,25,"1","2","3","2","1","3","2",12180.9482421875
1,44,6,"2","10","13","2","3","5","2",26207.544921875
1,37,42,"1","1","2","2","1","4","2",19584.912109375
2,39,37,"1","2","16","2","1","3","1",34313.26953125
1,31,42,"1","1","4","2","3","4","5",26698.53515625
2,50,25,"2","1","3","2","1","4","3",8515.4453125
1,17,13,"0","1","7","2","1","4","2",13676.41796875
2,38,37,"1","1","9","2","1","3","2",28556.91015625
1,46,37,"2","1","8","2","1","3","2",29688.21484375
1,46,40,"0","2","6","2","1","4","3",19701.814453125
2,29,18,"1","2","5","2","1","5","2",13162.26171875
2,17,6,"1","11","16","2","1","3","1",19915.45703125
2,26,40,"1","1","18","2","1","2","2",25818.765625
1,28,37,"1","2","18","2","1","3","2",17837.560546875
2,34,30,"1","2","6","2","1","4","3",7677.0361328125
1,46,37,"2","2","13","2","1","4","2",22478.826171875
2,42,20,"2","1","3","2","1","4","2",30576.5
2,34,37,"1","1","6","2","1","2","2",9811.4658203125
2,38,18,"1","3","2","2","2","4","2",22420.0078125
2,37,10,"0","1","11","2","3","3","7",10866.892578125
2,44,39,"1","1","6","2","1","1","2",11097.75
1,51,40,"0","2","7","2","1","3","1",14664.85546875
2,21,40,"0","2","1","2","1","1","5",12015.83984375
2,34,18,"2","1","10","2","1","4","2",36276.80859375
2,39,6,"1","2","12","2","1","4","3",6777.98828125
2,42,12,"2","2","8","2","1","4","2",18633.84765625
1,41,39,"1","2","11","2","1","4","2",15084.2890625
2,40,28,"2","2","16","2","1","5","2",14272.66015625
2,29,30,"1","2","10","2","1","2","-9",15178.6396484375
1,43,37,"2","1","3","2","1","4","2",30357.017578125
2,61,24,"0","2","18","2","1","1","4",7142.2827148438
2,37,35,"1","10","3","2","1","3","2",6676.078125
1,44,40,"3","2","14","2","1","3","2",17547.134765625
2,39,38,"1","2","3","2","1","5","2",24357.537109375
1,38,39,"1","10","8","2","1","3","2",13534.32421875
2,56,12,"1","1","6","2","1","2","2",40904.52734375
2,42,40,"1","1","2","2","1","3","1",27251.3203125
1,26,84,"1","2","18","2","1","4","2",24462.3515625
1,37,35,"1","1","9","2","1","4","2",26386.7578125
2,21,37,"1","2","13","2","1","4","2",23519.0078125
1,62,40,"1","1","10","2","1","2","1",19303.91015625
2,30,37,"1","3","17","2","1","3","2",30891.29296875
2,23,20,"1","2","3","2","1","3","2",9771.271484375
1,16,35,"1","2","12","2","2","4","2",14219.9375
2,25,48,"2","2","11","2","1","4","2",16095.3955078125
1,45,60,"2","1","11","2","1","3","2",26276.462890625
2,57,35,"1","3","3","2","1","2","2",69759.1796875
2,29,7,"1","2","6","2","1","5","3",10594.4677734375
2,25,30,"1","1","14","2","1","2","2",24702.16015625
2,48,30,"1","1","16","2","1","2","1",19792.1484375
1,51,24,"1","2","1","2","3","2","7",37813.1171875
1,39,36,"1","2","1","2","1","1","7",17021.7734375
2,39,15,"1","5","17","2","1","5","2",7683.6904296875
1,53,39,"2","2","1","2","1","3","2",34083.3671875
2,51,38,"1","1","3","2","1","1","2",9078.873046875
1,15,1,"2","11","8","6","1","5","2",27786.8671875
1,31,45,"2","3","8","2","1","2","2",35313.578125
1,21,40,"1","2","8","2","1","3","2",10081.4755859375
2,42,35,"0","3","10","2","1","1","3",10749.59375
1,34,37,"1","2","18","2","2","1","2",6590.7446289063
2,55,6,"1","1","7","2","1","3","2",26132.138671875
2,17,14,"2","1","11","6","1","4","2",17037.869140625
1,49,38,"2","1","3","2","1","2","2",21068.859375
2,46,17,"2","2","6","2","1","6","2",27816.32421875
2,20,40,"2","2","17","2","1","5","3",25102.12890625
2,24,37,"2","2","2","2","1","3","1",19936.66796875
1,49,37,"1","2","3","2","1","3","6",25789.13671875
1,18,37,"2","2","17","9","3","4","1",17225.869140625
1,44,39,"2","1","18","2","1","5","2",17178.01171875
1,31,40,"0","1","17","2","1","3","1",15449.56640625
2,54,37,"0","2","7","2","1","2","2",20085.74609375
2,44,40,"0","10","18","2","1","1","3",2884.7822265625
1,27,35,"1","1","18","2","1","3","2",23857.06640625
2,17,37,"3","1","4","2","1","5","1",25147.92578125
1,57,55,"1","1","1","2","1","2","2",98204.0078125
1,53,39,"1","3","3","2","1","4","1",19165.08984375
1,21,40,"1","2","13","2","1","4","2",26553.552734375
2,30,22,"1","1","11","2","1","4","2",16038.80859375
2,42,37,"1","2","11","2","1","1","1",19022.630859375
1,31,37,"2","2","3","2","1","2","2",39431.53515625
1,30,35,"2","3","5","2","1","3","2",19587.7890625
2,45,38,"2","3","3","2","3","5","2",30938.345703125
2,40,37,"1","2","18","2","1","3","2",22568.787109375
2,49,39,"1","1","6","2","1","3","3",32127.783203125
1,44,39,"1","2","17","2","1","2","1",16902.880859375
2,46,8,"3","1","14","2","1","3","2",10775.1064453125
1,41,37,"1","3","6","2","1","4","2",20676.478515625
1,42,45,"0","3","3","2","1","3","5",11209.240234375
1,33,39,"2","1","3","2","1","2","2",26625.82421875
1,53,39,"1","2","14","2","1","2","1",18963.06640625
2,44,11,"0","2","16","2","1","1","3",4123.2177734375
2,31,5,"0","1","4","2","2","3","2",6628.1142578125
2,60,9,"1","2","3","2","2","2","3",8700.7509765625
1,42,37,"2","3","5","2","1","5","2",19048.96875
2,45,42,"2","1","8","2","1","3","2",29688.21484375
1,46,40,"1","1","4","2","1","5","2",10964.9267578125
1,40,39,"3","8","12","2","1","4","2",16902.609375
2,50,20,"2","1","6","2","1","2","2",30836.185546875
1,35,40,"1","1","6","2","1","2","2",20065.89453125
2,41,50,"1","2","1","2","1","1","3",34873.859375
1,29,40,"1","4","18","2","1","1","2",10432.2548828125
1,40,40,"1","3","4","2","1","1","3",7398.5229492188
2,24,36,"0","2","15","2","1","2","3",6308.6259765625
1,35,37,"1","2","3","2","1","3","2",20239.1015625
2,45,40,"1","4","18","2","3","3","2",33717.6328125
2,29,20,"1","10","17","2","2","3","3",10359.7587890625
2,44,37,"1","3","13","2","1","4","2",28466.6328125
2,34,35,"2","1","6","2","1","4","3",15031.6484375
2,17,41,"1","10","14","2","1","2","7",11031.259765625
2,43,32,"2","2","3","2","1","4","2",40026.53125
1,59,40,"3","1","2","2","1","5","1",54278.890625
1,38,56,"1","10","7","2","1","5","2",24151.5546875
1,40,35,"1","3","6","2","1","2","2",16807.458984375
1,29,40,"1","1","12","2","1","3","2",24728.232421875
1,18,39,"3","1","17","2","1","6","2",39735.6640625
2,42,20,"1","2","12","2","1","2","3",8212.9365234375
2,65,10,"1","1","3","2","1","2","5",9644.76171875
2,49,35,"1","1","2","2","1","1","2",13181.2890625
2,42,36,"1","1","4","2","1","3","2",13083.361328125
2,35,14,"0","2","3","2","1","4","3",16576.53515625
2,28,37,"1","1","18","2","2","2","7",36729.6640625
2,44,30,"2","1","4","2","1","3","2",31081.1875
2,43,30,"2","2","18","2","1","3","3",28271.40625
1,51,37,"1","1","4","2","1","2","2",21732.38671875
2,26,17,"0","2","16","6","1","4","3",14012.435546875
2,38,20,"2","3","6","2","3","4","2",23693.15625
2,52,37,"0","10","15","2","1","2","1",19387.4375
1,58,40,"2","1","6","2","1","2","1",12944.3369140625
1,33,39,"1","10","4","2","1","3","1",17786.56640625
2,44,39,"3","3","4","2","1","2","2",23202.16796875
1,44,37,"1","1","5","2","1","5","2",28081.802734375
1,38,40,"2","1","11","2","1","3","2",27700.234375
2,61,20,"1","2","9","2","1","2","3",13549.0205078125
1,64,12,"0","1","3","2","3","2","2",35074
1,23,38,"2","2","8","2","1","4","2",33347.1484375
2,29,40,"1","2","17","2","1","2","2",21594.47265625
2,43,28,"1","1","18","2","1","2","3",21103.7265625
2,24,37,"2","1","5","2","1","2","2",24921.50390625
1,27,34,"1","6","11","2","1","3","2",18906.966796875
1,22,40,"1","1","3","2","1","2","2",23952.375
2,45,35,"0","1","6","2","1","2","1",4029.5
1,34,37,"0","2","7","2","1","4","2",12969.306640625
2,38,38,"0","2","18","2","1","2","3",6541.1235351563
1,24,39,"0","2","14","2","1","2","8",15121.154296875
1,34,40,"0","2","1","2","1","4","4",25456.478515625
2,25,9,"1","2","13","2","1","4","2",18041.427734375
1,22,32,"2","3","15","2","2","4","2",21761.181640625
1,23,35,"1","1","3","2","1","3","7",13686.01171875
2,26,38,"2","3","11","2","1","2","2",22528.03125
1,18,39,"2","2","8","2","2","4","1",29245
1,50,45,"1","1","3","2","1","2","2",39761.65234375
2,55,35,"1","2","18","2","1","2","1",20924.58203125
1,21,40,"2","1","11","2","1","5","2",23501.568359375
2,44,37,"2","2","3","2","1","2","2",27476.609375
1,45,40,"1","2","9","2","1","2","2",16381.482421875
2,24,39,"1","2","18","2","1","2","2",22435.240234375
1,54,40,"2","1","5","2","1","2","1",36147.71484375
2,51,12,"2","3","3","2","1","2","2",37839.078125
2,47,17,"0","3","2","2","1","4","3",30937.189453125
1,47,37,"2","1","11","2","1","3","1",24994.1875
1,37,48,"1","1","16","2","1","4","2",18020.3125
2,46,37,"2","3","3","2","1","5","2",23939.208984375
1,51,43,"1","2","2","2","1","3","2",27712.72265625
2,40,40,"2","2","16","2","1","4","2",50436.1171875
2,58,43,"1","1","1","2","1","2","2",25780.02734375
1,33,40,"0","10","15","2","1","1","2",15237.9990234375
1,47,50,"3","1","4","2","1","4","2",28533.02734375
2,31,37,"0","2","16","2","1","2","2",17975.54296875
1,47,37,"3","2","14","2","1","4","2",43958.6171875
2,42,26,"1","1","3","2","1","3","2",23837.875
1,38,36,"1","1","2","2","1","2","1",35168.8203125
2,48,23,"1","2","3","2","1","2","2",10474.50390625
2,31,40,"1","1","12","2","1","2","4",14428.9755859375
2,41,31,"1","1","2","2","1","3","1",30001.5625
1,53,48,"0","3","3","2","1","2","2",12409.8603515625
2,54,17,"1","3","2","2","1","3","6",33986.94921875
1,36,39,"2","3","11","2","1","2","2",20944.9765625
1,20,33,"3","1","3","2","1","4","2",41742.41015625
1,18,20,"0","3","10","2","1","3","2",22561.94140625
2,40,31,"1","2","13","2","1","2","3",16051.4521484375
2,43,16,"2","3","17","2","1","4","2",32120.58984375
2,29,36,"2","1","3","2","1","2","2",43697.09375
1,33,40,"1","2","10","2","1","4","2",24017.033203125
1,59,37,"1","2","15","2","1","2","3",15903.4677734375
1,26,42,"1","1","6","2","1","4","2",12968.01953125
1,40,40,"2","3","8","2","1","5","2",18116.119140625
2,39,25,"2","1","16","2","1","4","2",21444.576171875
2,47,37,"0","2","11","2","1","2","2",8447.6298828125
1,41,39,"1","1","6","2","1","4","2",17057.251953125
2,35,25,"2","1","3","2","1","3","2",49394.453125
1,46,35,"1","2","1","2","1","3","2",18659.7890625
1,60,39,"2","2","6","2","1","4","1",25576.2890625
2,30,18,"0","2","1","2","1","5","3",8502.55859375
2,44,35,"2","1","16","2","1","3","2",33845.25390625
2,58,35,"1","3","2","2","1","2","8",44315.08203125
1,31,40,"1","2","18","2","1","4","3",13679.4658203125
1,31,40,"1","2","17","2","1","4","2",9476.38671875
1,34,50,"1","1","1","2","1","2","2",42564.453125
2,28,35,"2","2","1","2","1","2","2",30955.078125
2,32,38,"2","2","13","2","1","2","2",22807.859375
1,56,40,"3","10","8","2","1","3","1",34401.80078125
1,42,40,"1","1","18","2","3","4","5",22843.5
1,29,40,"0","2","1","2","1","1","3",11558.8916015625
2,51,48,"1","2","9","2","1","2","2",10817.5
