"sex","aage","AJBHRS","ancars","avote","aregion","ajbstat","ajbterm","ahhsize","atenure","afihhyr"
1,24,34,"1","1","17","2","1","2","2",25032.818359375
2,31,15,"1","3","6","5","1","4","2",24015
1,17,7,"3","1","4","6","2","4","1",11116
2,19,35,"1","2","2","2","1","5","2",24199.408203125
1,60,37,"1","1","6","2","1","2","1",23051.630859375
2,63,12,"0","1","12","2","1","1","2",8405.36328125
2,37,39,"2","1","8","2","1","4","2",27224.79296875
2,52,31,"1","2","11","2","1","3","1",21562.478515625
1,20,40,"1","10","14","2","1","4","2",22742.24609375
2,21,25,"0","2","4","2","1","7","3",24291.43359375
2,28,15,"2","10","4","2","1","4","2",18145.77734375
2,44,37,"2","1","6","2","1","4","2",19728.478515625
2,54,16,"1","1","2","2","1","3","7",19693.208984375
1,59,37,"1","8","15","2","1","2","1",15126.08203125
2,30,37,"2","2","15","2","1","1","2",13278.556640625
1,36,45,"0","2","1","2","1","4","4",12650.87890625
1,25,40,"1","1","15","2","1","2","2",13548.9921875
2,33,24,"1","2","3","2","1","4","2",10462.1640625
1,22,4,"0","1","3","6","2","3","7",13008
1,22,45,"0","1","1","2","1","2","2",24325.216796875
1,24,40,"2","1","3","2","1","3","2",31504.123046875
2,21,32,"1","1","1","2","1","5","3",27907.697265625
2,38,37,"2","3","4","2","1","2","2",25841.533203125
2,23,35,"0","2","1","2","1","2","7",21378.7578125
1,31,46,"2","1","3","2","1","3","2",49394.453125
2,54,23,"0","1","3","2","1","2","2",12409.8603515625
2,44,20,"1","1","7","2","1","3","2",23810.515625
2,56,42,"1","1","6","2","1","1","2",4658.9130859375
1,43,35,"2","1","8","2","1","4","2",25927.03515625
1,18,39,"1","8","18","2","1","4","3",24156.326171875
2,48,35,"3","1","3","2","1","3","2",19085.57421875
1,47,40,"2","1","3","2","1","5","6",21804.228515625
1,33,39,"1","2","8","2","1","6","2",12467.33984375
1,46,35,"2","1","3","2","1","5","2",31310.103515625
2,64,40,"0","2","18","2","1","1","2",10810.5830078125
2,57,97,"2","2","3","2","1","2","6",23706.697265625
2,40,40,"2","2","13","2","1","3","2",22763.103515625
2,35,10,"2","10","6","2","2","4","4",9969.59375
1,35,40,"1","1","3","2","2","3","3",12363.6123046875
1,41,39,"1","2","13","2","1","4","2",23519.0078125
1,43,37,"2","7","3","2","1","5","2",24409.412109375
2,44,25,"1","10","12","2","1","3","2",14121.876953125
1,20,35,"2","1","3","2","1","5","2",31310.103515625
2,29,39,"1","2","18","2","3","4","3",35762.0859375
2,26,42,"2","1","18","2","1","2","2",59020.34375
1,26,40,"0","2","15","2","1","2","2",22310.66796875
1,28,37,"1","1","8","2","1","3","2",12436.212890625
2,29,30,"2","3","5","2","1","2","2",31251.83203125
2,29,37,"1","3","3","2","1","2","2",29344.94921875
1,31,38,"1","1","3","2","1","1","2",15996.6748046875
2,57,25,"1","1","3","2","1","1","1",8172.0942382813
1,40,40,"1","1","17","2","1","4","2",27374.91015625
1,51,37,"1","1","8","2","1","2","2",21871.69140625
1,50,37,"1","2","15","2","1","3","2",33227.9453125
1,34,39,"1","10","6","2","1","3","3",9248.32421875
1,41,37,"2","3","3","2","1","3","2",85442.40625
1,52,37,"3","1","3","2","1","3","2",35298.94140625
1,31,39,"1","1","8","2","1","4","2",13725.8916015625
1,25,40,"2","2","16","2","1","2","7",16250.015625
2,46,5,"0","2","11","2","2","3","3",5559.5571289063
2,60,50,"0","2","12","2","1","2","2",9878.580078125
2,60,8,"0","2","15","2","1","2","4",5111.8598632813
2,46,36,"1","2","18","2","1","2","2",38202.421875
1,47,39,"1","2","18","2","1","4","2",27032.3125
1,47,40,"2","2","8","2","1","3","2",22800.537109375
2,39,64,"1","10","6","2","1","4","5",9015.109375
2,20,37,"2","1","3","2","1","2","2",26751.9765625
2,44,37,"0","1","12","2","1","5","2",18856.322265625
1,34,39,"1","2","8","2","1","4","3",12527.560546875
2,54,39,"0","2","12","2","1","1","1",8754.5234375
2,28,37,"2","1","3","2","1","6","3",21061.87109375
1,49,37,"3","1","3","2","3","3","2",45992.671875
1,52,37,"1","7","13","2","1","3","2",13189.2255859375
2,60,30,"2","2","3","2","1","2","1",22541.2890625
2,43,30,"2","2","12","2","1","5","2",33164.875
1,27,80,"1","2","18","2","3","2","1",41697.40234375
2,59,28,"1","1","1","2","1","2","3",32111.703125
2,36,32,"2","1","3","2","1","6","6",30274.5234375
2,39,35,"1","4","18","2","1","4","2",31098.83984375
1,33,37,"1","2","3","2","1","4","4",19722.869140625
2,27,39,"1","2","8","2","1","2","7",13149.63671875
2,39,16,"2","3","9","2","1","3","2",26538.32421875
1,48,36,"1","2","6","2","1","2","2",19610.546875
1,47,42,"2","1","6","2","1","2","2",41882.8828125
2,27,45,"0","1","14","2","1","2","7",12318.2314453125
2,38,15,"2","2","6","2","1","5","3",10142.119140625
1,20,37,"1","1","6","2","1","5","2",18725.12890625
1,45,48,"1","1","6","2","1","4","2",19197.013671875
2,42,45,"2","1","3","2","1","5","2",61304.859375
2,35,40,"2","1","11","2","1","3","2",27700.234375
1,24,36,"2","6","5","2","1","4","1",30336.08203125
1,34,36,"1","3","2","2","1","3","2",31568.0390625
1,26,37,"1","2","12","2","1","2","2",23931.06640625
2,31,39,"1","1","6","2","1","3","2",13824.17578125
1,29,50,"1","2","17","2","1","3","2",17665.279296875
2,33,30,"1","1","6","2","1","2","2",8107.572265625
1,37,40,"1","2","9","2","1","4","2",23563.13671875
2,30,37,"1","2","12","2","1","2","2",22617.19921875
2,23,37,"3","2","3","2","1","3","7",29983.34765625
1,18,7,"2","3","3","6","2","5","2",40974.90625
2,38,6,"1","1","3","2","1","6","3",8037.9458007813
2,21,37,"1","1","15","2","1","2","2",17395.0703125
1,29,37,"1","2","16","2","1","3","2",23558.2421875
1,46,36,"1","1","7","2","1","4","2",27688.89453125
1,55,18,"1","1","3","2","1","2","2",8144.4150390625
2,45,15,"2","3","7","2","3","2","2",27330.134765625
1,16,32,"3","2","16","9","3","4","1",31853.62109375
1,52,39,"2","1","6","2","1","3","2",19634.015625
1,29,37,"1","2","16","2","1","2","2",21444.46875
1,21,30,"3","10","16","2","1","4","2",24060.798828125
2,57,20,"1","2","14","2","1","2","1",8825
1,19,12,"2","2","2","6","2","4","1",14051.634765625
2,40,20,"2","2","14","2","1","5","2",22115.828125
2,24,40,"0","10","6","2","1","2","7",9579.037109375
1,25,35,"1","1","3","2","1","2","2",28218.681640625
2,43,37,"2","10","3","2","1","2","6",28381.279296875
1,54,39,"2","2","9","2","1","2","2",34786.12890625
2,55,10,"1","3","3","2","1","3","1",17477.8046875
1,51,36,"1","1","2","2","1","1","2",10368.783203125
1,31,37,"1","1","16","2","1","2","2",25542.541015625
2,19,30,"1","2","18","6","2","4","2",37988.69921875
1,28,45,"1","10","18","2","1","3","2",26183.908203125
2,53,38,"1","2","3","2","1","2","2",15313.53125
1,17,2,"1","3","4","6","2","4","2",11316.1669921875
1,43,42,"1","2","14","2","1","4","2",28412.193359375
1,45,35,"1","1","3","2","1","3","2",31603.32421875
2,52,35,"0","2","3","2","1","1","3",8245.4921875
2,46,37,"0","2","18","2","1","2","2",20598.380859375
2,44,20,"0","2","18","2","1","3","2",21953.599609375
1,40,37,"2","3","3","2","1","2","2",39793.87109375
2,47,37,"1","10","13","2","1","2","2",19360.091796875
2,39,4,"2","1","6","2","1","4","2",10898.79296875
1,37,39,"1","1","8","2","1","4","2",9063.69921875
2,53,25,"1","1","2","2","1","2","3",11506.66796875
2,26,52,"1","2","1","2","1","1","7",11245.9609375
2,44,12,"1","2","13","2","1","3","3",9801.01953125
1,43,20,"2","2","12","2","1","5","2",23719.03515625
2,23,37,"1","1","8","2","1","2","2",17230.03125
1,36,40,"0","2","1","2","1","3","4",23529.744140625
1,54,37,"2","3","11","2","1","4","6",65085.29296875
1,44,40,"2","1","15","2","1","3","2",29181.580078125
1,50,43,"2","2","2","2","1","4","2",32861.48046875
2,33,40,"2","1","3","2","1","3","2",51658.6015625
2,49,42,"0","2","9","2","1","2","2",20373.23046875
2,26,25,"0","2","3","2","1","4","2",13831.07421875
1,32,21,"2","1","3","2","1","2","2",49315.2734375
1,41,42,"1","2","2","2","1","5","2",15146.4619140625
1,23,39,"2","2","13","2","1","3","2",27459.767578125
2,40,35,"1","1","3","2","1","3","2",15463.892578125
1,17,37,"0","1","13","2","3","4","4",12675.046875
2,20,37,"1","2","7","2","1","1","6",5458.2001953125
1,36,70,"1","1","4","2","1","5","2",12032.873046875
2,39,2,"2","1","13","2","2","4","2",42955.58203125
1,45,39,"0","2","8","2","1","3","2",8906.1328125
1,34,35,"2","1","9","2","1","3","2",47885.09375
2,40,38,"1","2","7","2","1","3","2",22084.7890625
1,27,40,"1","2","7","2","1","5","1",18114.931640625
2,43,12,"2","2","8","2","1","4","2",15699.8427734375
2,26,37,"2","1","3","2","1","2","2",31496.6484375
2,52,37,"1","3","17","2","1","4","3",18446.326171875
1,39,60,"2","3","9","2","1","5","2",27825.763671875
2,42,25,"0","2","17","2","1","5","3",22206.224609375
1,51,39,"0","1","6","2","1","1","1",14894.599609375
2,46,37,"2","1","6","2","1","3","2",29138.75
2,50,24,"1","1","2","2","1","3","1",10429.466796875
1,26,45,"1","1","2","2","1","1","2",21544.8046875
2,18,33,"0","6","9","2","1","3","2",7605.33984375
1,40,45,"2","1","16","2","1","4","2",21444.576171875
1,46,37,"2","2","2","2","1","2","1",40595.046875
1,36,40,"1","1","6","2","1","2","2",20848.0234375
1,59,39,"0","2","12","2","1","3","3",19793.73828125
2,46,37,"1","1","4","2","1","1","2",19422.80078125
1,26,48,"0","10","4","2","1","7","3",11993.9521484375
2,31,7,"1","2","10","2","1","5","2",23638.0546875
1,27,55,"1","1","11","2","1","2","2",30730.8359375
1,49,38,"1","10","18","2","1","3","3",24215.296875
2,20,37,"1","10","17","2","1","2","2",16061.4052734375
1,27,39,"1","1","1","2","1","2","7",15416.7421875
2,35,14,"1","4","18","2","1","4","3",26167.7421875
1,29,39,"0","2","3","2","1","2","2",23556.525390625
2,30,10,"2","10","3","2","1","5","2",16711.794921875
1,18,4,"2","1","3","6","2","6","2",27446.529296875
1,28,39,"2","3","17","2","1","2","2",23295.841796875
2,33,30,"1","1","2","2","1","3","2",7539.099609375
2,55,10,"1","2","17","2","1","4","3",24408.126953125
1,47,35,"2","1","8","2","3","2","2",15060
2,44,20,"1","2","9","2","1","3","1",10416.892578125
1,49,37,"2","1","3","2","1","5","2",40974.90625
1,38,43,"1","2","3","2","1","5","2",20715.86328125
1,52,38,"2","1","4","2","1","2","5",8983.16015625
1,50,39,"3","1","11","2","1","3","2",54682.69140625
1,55,35,"1","3","17","2","1","3","2",18503.189453125
2,28,37,"1","3","2","2","1","2","2",26309.029296875
2,32,30,"0","1","3","2","1","4","3",7434.2045898438
2,34,19,"1","2","3","2","1","2","2",28595.837890625
1,45,60,"3","1","4","2","1","4","2",47034.50390625
1,53,37,"1","1","4","2","1","3","2",25482
1,36,40,"0","1","3","2","1","6","2",25703.126953125
2,39,32,"2","1","11","2","1","3","2",28309.294921875
1,62,35,"2","1","2","2","1","3","1",63951.13671875
1,19,6,"1","1","2","6","1","4","2",11023.40625
1,45,55,"2","1","3","2","1","5","2",20043.474609375
1,16,39,"0","3","3","2","1","6","2",25703.126953125
1,44,37,"2","2","16","2","1","5","2",28458.810546875
2,22,38,"2","1","18","2","3","2","2",36852.16015625
1,25,40,"0","2","18","2","1","2","2",17212.69921875
2,31,5,"0","2","4","2","1","5","3",15976.697265625
1,36,37,"1","1","6","2","1","2","2",45516.3515625
2,40,6,"2","2","8","2","1","5","2",27786.8671875
1,45,60,"3","3","13","2","1","4","2",41898.203125
2,51,27,"3","1","2","2","1","3","2",27508.078125
2,34,35,"1","2","3","2","1","3","5",35344.07421875
1,37,40,"2","1","10","2","1","4","2",36276.80859375
2,48,18,"2","10","4","2","1","2","5",8983.16015625
2,29,20,"1","8","18","2","1","4","1",4096.8828125
2,29,35,"1","3","3","2","1","2","2",24921.875
1,36,38,"1","1","11","2","1","5","7",18083.18359375
1,22,46,"1","3","3","2","1","2","2",13901.537109375
2,64,12,"1","1","8","2","1","2","1",13961.2802734375
2,59,20,"1","2","2","2","1","2","1",14635.408203125
1,26,39,"1","1","14","2","1","2","2",21852.6640625
2,30,34,"2","3","3","2","1","2","7",25943.46875
1,32,37,"2","2","14","2","1","2","2",37867.95703125
1,61,50,"1","1","3","2","1","2","1",15133.31640625
1,40,35,"1","1","2","2","1","4","2",44392.125
2,25,39,"1","6","3","2","1","2","2",21609.83203125
1,29,40,"1","2","2","2","1","5","2",25454.67578125
1,46,39,"0","2","15","10","1","2","3",13956.30078125
2,20,35,"2","6","3","2","1","2","2",19570.140625
1,25,36,"3","1","4","2","1","4","7",30825.62890625
2,43,36,"1","2","4","2","1","4","2",25049.146484375
1,32,40,"1","2","6","2","1","3","2",17207.5859375
1,53,37,"1","1","7","2","1","3","3",15387.8955078125
1,19,15,"2","8","15","6","1","5","2",44220.375
2,35,15,"0","10","13","2","1","2","2",6779.8125
2,20,38,"1","1","3","2","1","2","2",15213.921875
2,48,39,"1","1","3","2","1","2","2",23869.935546875
2,42,30,"2","1","4","2","1","2","2",18031.921875
2,21,38,"1","2","3","2","1","2","2",23952.375
2,15,3,"1","10","18","2","2","4","2",21045.9609375
1,22,35,"3","2","1","2","1","3","1",43624.453125
2,17,5,"3","2","2","6","1","5","1",3635.8134765625
1,18,38,"1","2","7","2","1","6","1",34625
1,59,38,"1","2","4","2","1","2","3",8455.1689453125
1,23,7,"1","1","2","2","3","3","2",27712.72265625
1,21,39,"1","2","10","2","1","5","3",22829.53125
2,32,4,"1","2","15","2","1","2","4",10125.7001953125
2,19,39,"2","1","3","2","1","5","2",30614.423828125
2,23,42,"2","10","4","2","1","5","2",33246.4453125
2,24,45,"2","2","3","2","1","2","2",18058.5546875
2,43,35,"3","1","16","2","2","5","2",195640.265625
2,19,8,"0","10","11","2","2","3","1",17077.1484375
2,29,35,"1","1","6","2","1","3","3",14064.775390625
1,43,35,"1","1","11","2","1","1","2",21524.345703125
2,31,41,"1","3","6","2","1","2","2",16054
1,24,49,"2","1","3","2","1","2","2",28110.31640625
2,19,32,"3","8","3","2","1","5","2",24884.607421875
1,47,40,"1","1","1","2","1","4","2",13990.7470703125
1,43,38,"3","10","18","2","1","4","2",35619.3984375
2,18,8,"3","1","4","2","2","4","2",39217.25
2,37,38,"1","5","17","2","1","3","2",21582.7890625
2,42,27,"3","2","14","2","1","3","2",17547.134765625
2,19,35,"2","1","7","2","1","2","2",16324.7578125
1,19,39,"2","7","7","2","1","4","6",36315.74609375
2,29,37,"1","2","12","2","1","2","2",26950.103515625
2,39,25,"1","3","8","2","1","4","2",23268.5859375
2,39,38,"2","2","10","2","1","2","2",35899.375
1,22,40,"3","3","3","2","1","4","7",31253.357421875
2,37,19,"0","1","18","2","1","6","2",22117.625
1,18,35,"0","6","1","2","1","3","1",11161.787109375
2,41,20,"2","2","4","2","1","4","2",38000.5703125
1,18,39,"3","2","12","2","1","5","1",42352.56640625
1,16,8,"3","11","2","6","2","5","2",28136.509765625
1,34,56,"1","8","18","2","1","4","2",19981.787109375
1,28,39,"1","10","7","2","1","2","3",15621.55859375
2,39,37,"3","1","18","2","1","4","2",35619.3984375
1,52,35,"3","1","3","2","1","4","2",41742.41015625
2,20,45,"1","1","5","2","1","2","2",11220.845703125
1,20,39,"2","1","2","2","1","4","2",52042.453125
1,42,50,"1","1","2","2","1","4","5",11941.44140625
1,41,40,"1","2","18","2","3","2","2",15688.1015625
1,30,46,"3","1","7","2","1","4","2",22452.564453125
1,31,40,"1","2","18","2","1","3","2",14845.8564453125
1,40,40,"1","1","4","2","1","3","2",43483.9609375
2,42,37,"3","1","9","2","1","4","2",34942.17578125
2,27,37,"2","1","13","2","3","2","2",17565.79296875
2,30,38,"1","2","17","2","1","5","2",15965.5791015625
2,30,40,"2","1","2","2","1","2","2",24974.35546875
1,41,38,"0","2","16","2","1","2","1",13680
1,17,33,"3","1","3","6","1","4","2",11385.5283203125
1,54,38,"2","4","18","2","1","4","2",30923.00390625
2,43,14,"2","3","3","2","1","4","2",48124.6328125
2,17,40,"0","2","17","2","1","4","3",7964.9892578125
1,17,42,"1","11","17","2","1","4","2",16053.3291015625
2,33,20,"1","10","4","2","2","4","2",21074.51953125
1,75,40,"1","1","3","2","1","2","6",9051.0361328125
1,25,37,"1","1","16","2","1","2","2",25323.0234375
1,64,60,"1","2","16","2","1","4","1",30733.6171875
2,46,39,"1","1","10","2","1","4","2",20604.388671875
1,40,38,"1","1","1","2","1","2","3",32111.703125
1,32,45,"2","1","11","2","1","4","2",21323.6640625
1,19,40,"2","10","11","2","1","4","2",17037.869140625
2,22,40,"1","3","10","2","1","2","2",8808.5244140625
2,43,7,"2","1","3","2","1","4","2",15425.134765625
1,40,42,"1","1","6","2","1","5","2",25851.90234375
2,61,37,"1","1","7","2","1","2","2",18265.296875
1,28,38,"1","1","11","2","1","2","2",15919.8251953125
2,41,37,"0","4","18","2","1","1","4",6373.2890625
2,45,35,"2","1","8","2","1","4","2",33347.1484375
2,43,30,"2","1","16","2","1","4","2",21977.4375
2,59,17,"1","2","8","2","1","2","2",18510.55859375
2,22,38,"2","1","2","2","1","4","2",25115.890625
1,31,48,"0","1","6","2","1","6","3",10893.328125
2,22,37,"2","10","5","2","1","4","2",31781.59765625
1,40,40,"1","3","5","2","1","1","1",13145.4970703125
2,36,18,"2","3","18","2","1","4","2",16241.9169921875
1,29,40,"1","1","10","2","1","2","2",24740.216796875
1,59,40,"0","1","4","2","1","2","6",7403.552734375
1,23,7,"2","1","4","6","1","3","2",24219.693359375
2,40,27,"0","2","18","2","1","2","3",9410.9375
1,34,40,"1","2","10","2","1","4","2",27674.23828125
2,29,37,"2","2","17","2","1","2","2",26468.015625
2,56,7,"2","1","3","2","1","3","2",31633.5
1,29,40,"3","1","3","2","1","3","2",22937.4140625
2,57,39,"1","2","7","2","1","2","2",14816.998046875
1,31,37,"1","1","5","2","1","4","2",16919.712890625
2,26,40,"1","2","9","2","1","3","1",22813.251953125
1,34,52,"1","1","11","2","1","4","2",16442.76953125
1,22,38,"3","1","4","2","1","5","2",18212.19140625
2,52,38,"1","1","10","2","1","1","2",8222.21875
1,39,60,"1","1","3","2","1","4","2",16983.13671875
1,34,39,"1","1","16","2","1","4","2",20714.59375
2,24,37,"1","2","17","2","1","3","2",22982.40625
1,25,39,"1","10","3","2","1","4","4",18946.392578125
1,37,39,"1","2","4","2","1","4","2",18850.849609375
1,25,35,"1","1","2","2","1","5","5",54363.92578125
1,58,40,"1","3","17","2","1","3","2",28623.646484375
1,18,38,"1","3","10","2","1","4","2",28688.48828125
1,37,37,"1","1","18","2","1","4","2",21047.62890625
1,45,40,"2","1","2","2","1","4","2",52042.453125
1,59,39,"1","2","13","2","1","2","1",18368.787109375
1,45,55,"2","1","3","2","1","5","2",43279.953125
2,41,36,"1","2","1","2","1","1","2",34059.27734375
1,59,38,"1","1","18","2","1","3","1",15094.328125
1,48,41,"2","2","11","2","1","3","2",34663.609375
2,32,35,"2","3","2","2","1","2","2",35722.5078125
2,36,35,"2","1","4","2","1","2","2",24170.42578125
1,26,40,"1","2","15","2","1","2","2",19078.06640625
2,39,33,"1","1","11","2","1","4","2",20731.3984375
1,32,35,"1","1","2","2","1","4","2",22385.048828125
1,17,12,"2","1","4","6","3","4","2",8808.4599609375
1,43,38,"3","1","3","2","1","3","2",42339.6796875
1,55,37,"2","3","3","2","1","3","2",30421.919921875
1,29,37,"1","3","18","2","1","2","2",16685.798828125
1,44,39,"1","3","12","2","1","2","2",15853.486328125
2,50,20,"1","10","2","2","1","3","3",17745.564453125
1,33,39,"0","2","18","2","1","2","2",20598.380859375
1,47,42,"2","1","16","2","1","3","2",33845.25390625
1,39,40,"1","1","3","2","1","4","2",14726.5751953125
2,44,35,"2","3","8","2","1","3","2",29789.728515625
2,41,16,"1","3","4","2","1","2","2",4550
2,42,20,"2","1","3","2","1","5","2",30614.423828125
1,40,30,"2","2","18","2","1","2","2",27391.419921875
2,21,37,"3","1","15","2","1","4","1",19337.9375
1,44,38,"1","1","3","2","1","4","2",15093.4365234375
1,50,38,"1","2","12","2","1","5","2",15542.2099609375
2,41,20,"2","1","4","2","1","5","2",24076.658203125
1,48,55,"1","1","6","2","1","2","7",17393.521484375
1,25,35,"2","2","2","2","1","2","7",25778.291015625
1,32,37,"2","10","8","2","1","4","2",15566.177734375
1,64,23,"1","2","14","2","1","2","1",8825
1,44,37,"2","2","6","2","1","3","2",14414.7919921875
1,46,50,"3","1","9","2","1","3","2",29432.44140625
2,40,14,"3","1","3","2","1","4","2",88210.859375
1,27,39,"1","2","14","2","3","2","2",39458.15234375
2,35,10,"1","1","5","2","3","4","2",19382.3203125
1,25,40,"3","2","3","2","1","5","2",37026.50390625
1,34,40,"2","2","10","2","1","4","2",16815.21875
2,36,30,"2","1","5","2","2","4","2",28817.0390625
1,39,35,"2","1","2","2","1","4","2",61399.28515625
1,34,42,"1","3","3","2","1","4","2",24910.06640625
1,23,8,"2","1","18","6","2","6","6",17794.064453125
2,43,16,"1","10","3","2","1","3","2",9253.0146484375
1,18,32,"2","1","5","2","1","5","2",37224.453125
1,50,35,"2","1","6","2","1","4","4",9969.59375
2,49,38,"1","2","17","2","1","3","2",27943.4375
2,34,36,"1","2","1","2","1","2","7",35342.79296875
2,22,37,"2","2","18","2","1","5","2",46844.14453125
1,16,2,"1","11","3","6","2","6","2",17086.28125
2,57,39,"1","2","15","2","2","2","1",15126.08203125
1,25,37,"1","2","17","2","1","4","2",12761.8828125
1,47,42,"2","1","2","2","1","5","2",38622.6171875
2,42,35,"0","2","12","2","1","2","7",21606.14453125
2,38,38,"1","3","6","2","3","4","2",32745.13671875
1,53,37,"2","3","16","2","1","2","2",34048.04296875
2,28,39,"0","2","3","2","1","2","3",14304.7734375
2,43,37,"3","1","11","2","1","2","2",28844.400390625
2,39,23,"2","1","13","2","1","6","2",36283.5390625
2,32,37,"0","10","3","2","1","2","1",22816.55859375
1,44,38,"2","1","9","2","1","4","2",24682.52734375
1,34,45,"1","2","4","2","1","5","2",18654.619140625
2,27,32,"3","1","3","2","3","3","7",29983.34765625
1,44,39,"2","1","4","2","1","3","2",11431.078125
2,18,38,"1","10","5","2","2","5","2",35599.66796875
1,31,49,"0","1","18","2","1","2","2",23005.828125
1,31,37,"2","3","4","2","1","3","2",23822.841796875
1,40,37,"2","1","6","2","1","4","2",35637.6796875
2,43,6,"1","1","17","2","1","3","2",20056.12109375
1,49,37,"1","3","16","2","1","2","1",17975.2578125
2,19,40,"0","10","6","2","1","4","3",19701.814453125
1,41,40,"1","1","9","2","1","3","2",28556.91015625
2,63,14,"0","3","6","4","1","2","6",8441.86328125
2,36,8,"2","2","12","2","1","4","2",78724
2,53,15,"1","2","15","2","3","2","3",15903.4677734375
1,26,65,"3","8","6","2","1","4","2",20087.044921875
1,25,37,"0","2","18","2","1","1","7",13009.701171875
1,38,38,"2","3","3","2","1","2","2",27521.1953125
1,45,39,"1","1","3","2","1","3","6",34622.7109375
2,31,15,"1","1","3","2","1","3","2",16713.1796875
1,23,40,"2","10","4","2","1","5","6",28877.9765625
1,29,36,"3","1","2","2","1","5","2",40593.35546875
2,43,37,"1","2","2","2","1","3","2",27479.5234375
1,56,37,"2","1","3","2","1","2","2",72574.75
1,23,32,"0","3","6","2","1","3","1",19874.5703125
1,44,35,"2","10","9","2","1","2","2",20854
1,41,37,"1","2","2","2","1","4","2",35853.08203125
2,47,30,"1","1","2","2","1","5","5",54363.92578125
2,46,36,"1","1","13","2","1","2","2",14805.9970703125
1,41,37,"3","1","6","2","1","4","2",15258.2373046875
2,29,37,"2","2","11","2","1","2","2",21748.09765625
1,19,38,"0","2","8","2","1","4","3",23681.9140625
2,15,3,"1","11","6","6","2","5","3",13032.486328125
2,33,25,"2","10","18","2","1","4","2",23992.052734375
2,27,40,"1","1","2","2","1","2","2",55793.078125
2,21,35,"2","2","3","2","1","5","2",43552.640625
1,51,30,"3","2","3","2","1","4","1",35235.2578125
2,31,39,"0","2","5","2","1","1","7",5718.4663085938
2,25,35,"0","2","1","2","1","1","7",17166.9296875
1,43,39,"1","2","17","2","1","3","6",24129.302734375
2,19,37,"2","1","3","2","1","2","2",21157.75
2,45,7,"2","2","6","2","1","4","6",16882.44140625
1,34,35,"1","2","18","2","1","2","2",22722.3046875
1,53,40,"1","3","1","2","1","1","2",21076.166015625
2,42,50,"2","10","7","2","1","3","3",31115.2578125
2,36,20,"1","2","18","2","1","4","2",16750.978515625
1,42,35,"2","2","4","2","1","5","2",23754.240234375
1,49,50,"1","1","3","2","1","2","6",12044.5849609375
1,62,38,"1","3","11","2","1","3","1",22072.6640625
1,52,50,"1","3","3","2","1","2","1",10524.1953125
1,49,37,"2","1","5","2","1","4","2",28283.32421875
1,24,37,"1","3","14","2","1","2","2",24702.16015625
2,24,40,"0","1","9","2","1","1","2",8406.00390625
2,17,40,"2","11","6","2","1","4","1",27282.607421875
1,24,39,"1","2","14","2","1","4","3",8957.5107421875
2,42,20,"2","2","9","2","1","3","2",21012.58203125
2,23,40,"2","2","4","2","2","4","2",61911.9453125
2,34,40,"2","3","6","2","1","2","2",27317.76171875
1,79,12,"1","1","5","2","2","2","1",11326.341796875
2,44,37,"1","2","9","2","1","4","5",30142.587890625
1,64,39,"1","2","9","2","1","2","1",14146.1494140625
1,57,39,"2","2","6","2","1","4","3",14346.130859375
1,36,42,"2","2","3","2","1","4","2",36048.4609375
1,28,37,"2","1","9","2","1","4","2",41787.54296875
2,53,12,"1","3","16","2","1","2","1",6005.2314453125
1,27,39,"0","2","13","2","2","4","3",12012.33984375
1,24,37,"1","1","3","2","1","2","2",11436.40625
1,43,38,"1","2","3","2","1","5","2",24357.537109375
2,58,36,"0","10","2","2","1","2","1",32419.857421875
1,21,40,"2","4","18","2","1","3","2",50599.8828125
2,20,37,"3","2","3","2","1","3","7",29983.34765625
1,30,40,"1","1","2","2","1","2","5",46512.7265625
1,29,35,"1","3","1","2","1","2","7",37813.1171875
1,32,3,"1","2","8","6","3","4","2",42382.9609375
2,48,41,"1","1","11","2","1","3","2",16760.958984375
2,44,12,"2","1","3","2","1","3","2",34627.37109375
1,30,37,"1","3","8","2","1","3","2",16325.0048828125
1,16,15,"0","11","6","6","1","5","1",16907.29296875
2,19,38,"2","2","6","2","2","4","1",46773.796875
1,20,39,"1","2","18","2","1","5","3",21259.87890625
1,61,39,"2","8","3","2","1","3","4",26423.15625
1,49,40,"2","4","18","2","1","3","3",28347.486328125
1,30,35,"0","6","9","2","1","1","2",8403.173828125
2,26,39,"1","2","16","2","1","4","1",30733.6171875
2,28,16,"1","2","4","2","1","5","3",20750.55859375
1,40,38,"2","1","3","2","1","4","2",42991.37109375
1,33,41,"1","2","3","2","1","1","2",28211.546875
2,28,35,"2","6","7","2","1","2","2",17074.041015625
2,35,25,"1","8","3","2","1","5","2",20715.86328125
2,29,39,"0","10","3","2","1","3","3",23940.23828125
2,22,49,"2","1","8","2","1","4","2",31875.83984375
1,21,39,"1","1","6","2","1","5","2",18725.12890625
2,58,35,"3","1","14","2","1","4","1",56424.21484375
2,26,39,"1","8","12","2","1","2","1",8420.0302734375
2,51,37,"0","1","7","2","2","3","3",10018.8125
1,27,40,"0","2","13","2","1","2","1",9279.865234375
2,48,22,"1","2","16","2","1","2","2",27319.919921875
2,27,20,"1","4","18","2","1","4","2",15228.9873046875
2,55,29,"1","2","9","2","1","2","3",10631.330078125
2,31,37,"2","2","18","2","3","2","2",27716.3359375
1,45,40,"2","2","6","2","1","3","2",29698.033203125
1,44,40,"2","1","10","2","1","2","2",9678.234375
